game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2014020150,25,home,LOSS,OT,Lindy Ruff,1,5,23,10,6,0,43.7,14,6
2014020226,7,away,LOSS,REG,Ted Nolan,1,7,29,32,3,1,44.1,3,7
2014020226,19,home,WIN,REG,Ken Hitchcock,4,7,16,20,8,3,55.9,3,7
2014021220,5,away,WIN,REG,Mike Johnston,2,9,18,2,0,0,64.3,5,5
2014021220,7,home,LOSS,REG,Ted Nolan,0,7,34,2,0,0,35.7,9,8
2014020187,22,away,LOSS,REG,Dallas Eakins,2,6,16,8,5,1,42.9,7,3
2014020187,6,home,WIN,REG,Claude Julien,3,8,21,10,4,2,57.1,2,10
2014020875,52,away,WIN,OT,Paul Maurice,3,8,37,17,5,2,50.6,6,9
2014020875,10,home,LOSS,OT,Peter Horachek,2,8,39,19,4,0,49.4,13,20
2014020978,5,away,WIN,OT,Mike Johnston,1,4,36,6,4,0,52.7,13,5
2014020978,26,home,LOSS,OT,Darryl Sutter,0,7,37,10,2,0,47.3,16,4
2014020969,5,away,WIN,REG,Mike Johnston,3,5,27,8,4,0,45.6,9,6
2014020969,24,home,LOSS,REG,Bruce Boudreau,2,7,35,10,3,0,54.4,13,3
2014020905,20,away,WIN,REG,Bob Hartley,3,6,29,11,2,1,48.9,2,8
2014020905,1,home,LOSS,REG,Adam Oates,1,6,26,9,3,0,51.1,6,11
2014020447,18,away,LOSS,REG,Peter Laviolette,0,7,33,25,3,0,36.1,5,3
2014020447,28,home,WIN,REG,Todd McLellan,2,8,27,27,2,0,63.9,12,7
2014020756,6,away,LOSS,REG,Claude Julien,2,5,26,4,2,0,66.7,5,5
2014020756,3,home,WIN,REG,Alain Vigneault,3,6,34,4,2,0,33.3,14,7
2014020622,52,away,TIE,SO,Paul Maurice,2,6,37,16,3,1,38.8,9,6
2014020622,26,home,TIE,SO,Darryl Sutter,2,7,37,10,6,2,61.2,12,2
2014020266,14,away,WIN,REG,Jon Cooper,3,7,21,6,3,1,50.9,4,4
2014020266,3,home,LOSS,REG,Alain Vigneault,1,4,25,6,3,1,49.1,8,10
2014021113,29,away,WIN,REG,Todd Richards,3,6,38,10,1,0,35.1,10,7
2014021113,16,home,LOSS,REG,Joel Quenneville,2,8,25,2,5,0,64.9,12,4
2014020179,5,away,WIN,REG,Mike Johnston,2,5,16,15,3,1,44.4,1,3
2014020179,30,home,LOSS,REG,Mike Yeo,1,8,8,13,4,0,55.6,11,10
2014020602,25,away,LOSS,OT,Lindy Ruff,2,5,18,4,3,0,49.2,10,4
2014020602,18,home,WIN,OT,Peter Laviolette,3,6,20,6,2,0,50.8,10,9
2014020315,30,away,WIN,REG,Mike Yeo,2,9,25,8,3,0,39.3,2,4
2014020315,13,home,LOSS,REG,Gerard Gallant,1,7,35,8,3,0,60.7,4,6
2014020288,24,away,TIE,SO,Bruce Boudreau,3,6,20,2,3,0,46.3,8,6
2014020288,23,home,TIE,SO,Willie Desjardins,3,7,21,6,1,0,53.7,9,8
2014020391,4,away,WIN,REG,Craig Berube,2,4,18,10,5,1,48.1,11,2
2014020391,26,home,LOSS,REG,Darryl Sutter,1,9,37,10,5,0,51.9,14,3
2014020146,2,away,LOSS,REG,Jack Capuano,0,10,34,6,6,0,46.2,4,9
2014020146,21,home,WIN,REG,Patrick Roy,3,5,26,14,2,1,53.8,5,13
2014020822,6,away,LOSS,REG,Claude Julien,2,5,23,6,3,0,61.2,8,3
2014020822,23,home,WIN,REG,Willie Desjardins,3,6,19,6,3,0,38.8,9,7
2014020768,10,away,LOSS,REG,Peter Horachek,1,8,30,4,2,1,48.9,9,4
2014020768,1,home,WIN,REG,Adam Oates,2,4,19,6,1,0,51.1,9,6
2014020503,18,away,TIE,REG,Peter Laviolette,3,6,23,18,2,0,37.5,6,3
2014020503,6,home,TIE,REG,Claude Julien,3,6,20,4,4,1,62.5,11,8
2014020214,14,away,TIE,SO,Jon Cooper,3,7,16,8,5,1,43.9,2,4
2014020214,17,home,TIE,SO,Mike Babcock,3,5,26,10,4,2,56.1,11,5
2014020665,21,away,TIE,SO,Patrick Roy,2,10,29,7,3,0,57.1,5,5
2014020665,14,home,TIE,SO,Jon Cooper,2,7,24,11,1,1,42.9,6,10
2014020540,4,away,TIE,REG,Craig Berube,2,8,50,4,2,0,56.9,7,5
2014020540,53,home,TIE,REG,Dave Tippett,2,6,52,4,2,1,43.1,10,9
2014020679,21,away,LOSS,REG,Patrick Roy,1,4,40,4,3,0,56,6,8
2014020679,19,home,WIN,REG,Ken Hitchcock,3,7,24,6,2,1,44,5,8
2014020001,8,away,LOSS,REG,Michel Therrien,2,8,21,6,2,0,58.7,11,9
2014020001,10,home,WIN,REG,Randy Carlyle,3,6,35,4,3,1,41.3,13,10
2014021162,16,away,LOSS,REG,Joel Quenneville,2,9,7,13,3,0,55.1,5,3
2014021162,7,home,WIN,REG,Ted Nolan,3,9,20,13,3,1,44.9,1,5
2014020935,29,away,TIE,REG,Todd Richards,3,6,26,27,3,1,47.9,2,4
2014020935,5,home,TIE,REG,Mike Johnston,3,10,23,8,6,3,52.1,10,5
2014020773,3,away,LOSS,REG,Alain Vigneault,2,8,16,2,2,1,64.1,7,7
2014020773,18,home,WIN,REG,Peter Laviolette,3,5,20,4,1,0,35.9,7,8
2014020994,14,away,WIN,OT,Jon Cooper,1,9,26,2,4,0,40,11,4
2014020994,8,home,LOSS,OT,Michel Therrien,0,4,28,8,1,0,60,18,10
2014020791,8,away,WIN,REG,Michel Therrien,3,8,27,0,3,0,49.4,11,10
2014020791,6,home,LOSS,REG,Claude Julien,1,8,31,6,0,0,50.6,9,7
2014020754,52,away,LOSS,OT,Paul Maurice,2,7,31,21,3,1,50.8,3,5
2014020754,23,home,WIN,OT,Willie Desjardins,3,8,12,25,6,0,49.2,7,4
2014020425,26,away,TIE,REG,Darryl Sutter,3,9,31,9,4,1,55.7,8,5
2014020425,9,home,TIE,REG,Dave Cameron,3,8,37,13,2,0,44.3,6,11
2014020781,17,away,WIN,REG,Mike Babcock,3,6,23,10,6,1,38.6,6,9
2014020781,53,home,LOSS,REG,Dave Tippett,1,5,35,12,5,0,61.4,8,17
2014020713,52,away,LOSS,REG,Paul Maurice,2,9,53,8,5,1,37.7,5,4
2014020713,4,home,WIN,REG,Craig Berube,3,8,41,14,2,1,62.3,7,4
2014020373,19,away,LOSS,REG,Ken Hitchcock,1,10,21,20,6,0,45.8,3,2
2014020373,16,home,WIN,REG,Joel Quenneville,2,8,15,24,3,0,54.2,4,6
2014020178,17,away,LOSS,REG,Mike Babcock,1,8,16,8,3,0,51.6,8,8
2014020178,9,home,WIN,REG,Paul MacLean,3,8,24,6,4,1,48.4,12,12
2014020032,52,away,LOSS,REG,Paul Maurice,0,7,31,28,2,0,49.2,5,5
2014020032,28,home,WIN,REG,Todd McLellan,3,6,23,6,8,0,50.8,23,8
2014020006,1,away,WIN,REG,Peter DeBoer,4,6,36,10,3,0,42.9,4,5
2014020006,4,home,LOSS,REG,Craig Berube,2,9,30,6,5,2,57.1,6,5
2014020395,7,away,LOSS,REG,Ted Nolan,2,7,40,7,2,0,51.9,5,4
2014020395,13,home,WIN,REG,Gerard Gallant,3,9,44,9,1,0,48.1,2,1
2014020483,15,away,WIN,REG,Barry Trotz,2,5,13,11,3,0,50,3,6
2014020483,1,home,LOSS,REG,Peter DeBoer,0,5,12,11,3,0,50,14,3
2014020363,9,away,LOSS,OT,Paul MacLean,2,4,27,4,1,0,47.1,9,9
2014020363,2,home,WIN,OT,Jack Capuano,3,7,22,2,2,0,52.9,11,7
2014020004,28,away,WIN,REG,Todd McLellan,2,7,22,15,4,1,59.2,9,2
2014020004,26,home,LOSS,REG,Darryl Sutter,0,8,30,13,5,0,40.8,13,4
2014020913,30,away,TIE,REG,Mike Yeo,2,7,17,4,2,0,54.8,6,12
2014020913,18,home,TIE,REG,Peter Laviolette,2,7,20,4,2,0,45.2,17,7
2014021019,6,away,WIN,REG,Claude Julien,2,7,35,6,4,0,57.8,1,6
2014021019,5,home,LOSS,REG,Mike Johnston,0,7,55,8,3,0,42.2,6,3
2014020929,3,away,TIE,REG,Alain Vigneault,2,9,34,6,3,0,44.6,6,0
2014020929,4,home,TIE,REG,Craig Berube,2,8,38,6,3,0,55.4,7,5
2014020598,1,away,LOSS,REG,Adam Oates,0,3,19,11,1,0,38.2,9,3
2014020598,6,home,WIN,REG,Claude Julien,3,10,23,7,3,1,61.8,11,5
2014020785,18,away,TIE,SO,Peter Laviolette,2,6,33,6,4,2,49.2,0,3
2014020785,13,home,TIE,SO,Gerard Gallant,2,9,27,8,3,0,50.8,3,4
2014021148,3,away,WIN,REG,Alain Vigneault,3,6,14,4,3,1,43.5,15,8
2014021148,52,home,LOSS,REG,Paul Maurice,2,8,19,6,2,0,56.5,13,6
2014020176,12,away,TIE,REG,Bill Peters,2,9,22,11,6,0,63,5,9
2014020176,29,home,TIE,REG,Todd Richards,2,4,30,17,3,1,37,13,6
2014020960,25,away,TIE,SO,Lindy Ruff,3,8,41,9,2,0,58.6,5,6
2014020960,13,home,TIE,SO,Gerard Gallant,3,6,36,9,2,0,41.4,5,12
2014020898,7,away,TIE,REG,Ted Nolan,2,7,22,10,3,1,41.2,1,7
2014020898,29,home,TIE,REG,Todd Richards,2,11,28,8,4,0,58.8,1,2
2014021155,14,away,LOSS,OT,Jon Cooper,1,7,22,12,4,1,54.3,10,7
2014021155,9,home,WIN,OT,Dave Cameron,2,8,23,10,5,0,45.7,11,9
2014021011,16,away,WIN,REG,Joel Quenneville,2,11,18,4,7,2,66.1,3,6
2014021011,53,home,LOSS,REG,Dave Tippett,1,4,34,14,2,0,33.9,7,7
2014021183,5,away,LOSS,REG,Mike Johnston,1,11,38,10,2,1,49.1,7,6
2014021183,4,home,WIN,REG,Craig Berube,2,5,46,16,4,3,50.9,13,5
2014020832,15,away,LOSS,REG,Barry Trotz,1,7,36,6,2,0,45.2,5,4
2014020832,26,home,WIN,REG,Darryl Sutter,3,7,35,4,3,0,54.8,10,8
2014021091,26,away,TIE,REG,Darryl Sutter,2,8,28,2,2,0,53.1,4,6
2014021091,3,home,TIE,REG,Alain Vigneault,2,9,40,4,1,0,46.9,12,10
2014020383,19,away,WIN,REG,Ken Hitchcock,3,8,19,4,3,0,59.4,8,7
2014020383,18,home,LOSS,REG,Peter Laviolette,2,6,20,6,2,0,40.6,14,5
2014020695,20,away,LOSS,REG,Bob Hartley,3,8,19,4,3,0,55,13,3
2014020695,24,home,WIN,REG,Bruce Boudreau,4,6,23,6,2,0,45,7,8
2014020106,7,away,WIN,REG,Ted Nolan,2,3,25,4,3,0,32.7,10,5
2014020106,28,home,LOSS,REG,Todd McLellan,1,7,19,6,1,0,67.3,13,9
2014020352,25,away,LOSS,REG,Lindy Ruff,2,6,17,21,3,0,52.2,3,13
2014020352,21,home,WIN,REG,Patrick Roy,3,11,22,13,7,2,47.8,6,18
2014021107,3,away,WIN,REG,Alain Vigneault,3,8,22,14,0,0,46.7,6,3
2014021107,9,home,LOSS,REG,Dave Cameron,1,6,24,2,6,0,53.3,16,6
2014020682,1,away,WIN,REG,Adam Oates,3,8,15,8,3,1,53,15,8
2014020682,28,home,LOSS,REG,Todd McLellan,2,9,11,6,4,0,47,15,7
2014021166,53,away,LOSS,REG,Dave Tippett,1,5,27,11,1,0,45.8,7,3
2014021166,28,home,WIN,REG,Todd McLellan,3,9,15,9,2,0,54.2,15,12
2014020551,3,away,WIN,REG,Alain Vigneault,3,8,25,8,2,1,43.6,1,3
2014020551,13,home,LOSS,REG,Gerard Gallant,2,5,30,6,3,1,56.4,6,7
2014020248,12,away,LOSS,REG,Bill Peters,1,8,23,4,3,0,55.7,4,6
2014020248,6,home,WIN,REG,Claude Julien,2,6,30,6,2,0,44.3,6,3
2014020292,2,away,TIE,SO,Jack Capuano,2,8,27,7,1,0,50.9,1,5
2014020292,5,home,TIE,SO,Mike Johnston,2,7,36,9,0,0,49.1,6,4
2014020398,16,away,WIN,REG,Joel Quenneville,3,7,7,7,2,0,55.9,9,10
2014020398,18,home,LOSS,REG,Peter Laviolette,1,8,23,11,1,0,44.1,12,8
2014020399,8,away,LOSS,REG,Michel Therrien,1,4,17,14,2,0,47,9,8
2014020399,25,home,WIN,REG,Lindy Ruff,2,7,23,6,6,2,53,12,10
2014020062,30,away,LOSS,REG,Mike Yeo,1,7,21,25,3,0,56.2,8,2
2014020062,24,home,WIN,REG,Bruce Boudreau,2,6,25,13,4,0,43.8,12,5
2014020326,3,away,WIN,REG,Alain Vigneault,3,4,19,8,3,1,40.4,6,6
2014020326,14,home,LOSS,REG,Jon Cooper,2,7,21,6,4,2,59.6,9,5
2014021118,28,away,TIE,SO,Todd McLellan,2,11,17,16,4,1,52.1,10,6
2014021118,4,home,TIE,SO,Craig Berube,2,4,37,18,3,1,47.9,10,2
2014020472,19,away,LOSS,REG,Ken Hitchcock,2,7,31,19,3,2,57.6,7,3
2014020472,26,home,WIN,REG,Darryl Sutter,4,9,46,13,6,3,42.4,10,9
2014020159,7,away,LOSS,REG,Ted Nolan,0,4,31,10,4,0,48.3,1,0
2014020159,5,home,WIN,REG,Mike Johnston,3,8,17,8,5,3,51.7,2,8
2014020061,23,away,WIN,REG,Willie Desjardins,2,7,19,8,3,0,45.6,11,13
2014020061,22,home,LOSS,REG,Dallas Eakins,0,7,22,6,4,0,54.4,19,10
2014020491,21,away,TIE,SO,Patrick Roy,1,5,31,8,2,1,43.9,8,4
2014020491,17,home,TIE,SO,Mike Babcock,1,8,18,4,4,1,56.1,14,7
2014020541,8,away,TIE,SO,Michel Therrien,1,8,21,6,2,0,44.3,3,4
2014020541,13,home,TIE,SO,Gerard Gallant,1,9,32,4,3,0,55.7,3,8
2014020971,19,away,WIN,REG,Ken Hitchcock,4,11,30,21,4,1,55.6,5,22
2014020971,10,home,LOSS,REG,Peter Horachek,1,6,40,29,5,0,44.4,10,14
2014020034,52,away,LOSS,REG,Paul Maurice,1,7,40,30,2,0,55.2,11,3
2014020034,26,home,WIN,REG,Darryl Sutter,2,7,31,18,3,0,44.8,13,7
2014020380,25,away,LOSS,REG,Lindy Ruff,2,6,24,6,3,1,43.9,2,4
2014020380,17,home,WIN,REG,Mike Babcock,3,7,16,6,3,1,56.1,8,5
2014020274,12,away,WIN,REG,Bill Peters,4,6,16,11,3,1,61.8,11,7
2014020274,25,home,LOSS,REG,Lindy Ruff,2,6,17,13,2,0,38.2,14,2
2014020299,5,away,LOSS,REG,Mike Johnston,1,7,22,31,1,0,39,5,7
2014020299,2,home,WIN,REG,Jack Capuano,2,8,24,19,2,1,61,11,11
2014020375,4,away,TIE,SO,Craig Berube,2,8,27,12,2,1,45.5,11,9
2014020375,24,home,TIE,SO,Bruce Boudreau,2,8,30,6,5,1,54.5,10,7
2014020138,6,away,WIN,OT,Claude Julien,3,9,21,9,2,0,55.2,3,0
2014020138,7,home,LOSS,OT,Ted Nolan,2,3,33,9,2,1,44.8,5,6
2014020975,21,away,WIN,REG,Patrick Roy,2,8,18,4,6,2,56.5,2,3
2014020975,29,home,LOSS,REG,Todd Richards,0,11,30,12,2,0,43.5,6,2
2014020428,52,away,TIE,SO,Paul Maurice,3,8,30,13,4,2,41.1,3,12
2014020428,21,home,TIE,SO,Patrick Roy,3,6,33,13,4,0,58.9,7,16
2014020751,10,away,WIN,REG,Peter Horachek,3,7,19,6,4,0,40.3,7,7
2014020751,18,home,LOSS,REG,Peter Laviolette,2,8,16,8,3,1,59.7,10,4
2014020271,18,away,WIN,REG,Peter Laviolette,7,9,28,16,4,1,45.2,9,13
2014020271,10,home,LOSS,REG,Randy Carlyle,2,7,27,18,3,0,54.8,11,9
2014020309,8,away,LOSS,REG,Michel Therrien,0,5,23,13,1,0,56.9,7,3
2014020309,3,home,WIN,REG,Alain Vigneault,3,8,32,11,2,0,43.1,7,15
2014020634,21,away,TIE,SO,Patrick Roy,2,7,30,2,1,0,45.9,11,11
2014020634,12,home,TIE,SO,Bill Peters,2,11,22,2,1,0,54.1,12,21
2014020510,53,away,WIN,REG,Dave Tippett,3,5,23,19,2,0,59.1,15,4
2014020510,22,home,LOSS,REG,Craig MacTavish,1,6,23,11,6,0,40.9,19,7
2014020223,29,away,TIE,REG,Todd Richards,2,6,40,10,4,0,37.9,9,8
2014020223,15,home,TIE,REG,Barry Trotz,2,8,35,8,5,1,62.1,13,10
2014020884,15,away,LOSS,REG,Barry Trotz,2,5,42,13,5,0,55.6,4,3
2014020884,4,home,WIN,REG,Craig Berube,3,7,37,15,4,2,44.4,8,2
2014021145,14,away,LOSS,REG,Jon Cooper,1,10,33,11,3,1,46,11,10
2014021145,10,home,WIN,REG,Peter Horachek,3,7,26,11,3,1,54,8,14
2014020970,4,away,LOSS,OT,Craig Berube,2,7,27,8,2,1,46.8,9,3
2014020970,6,home,WIN,OT,Claude Julien,3,9,27,4,4,2,53.2,6,4
2014020316,52,away,TIE,REG,Paul Maurice,2,8,26,27,4,2,47.8,6,6
2014020316,29,home,TIE,REG,Todd Richards,2,8,36,15,5,1,52.2,5,5
2014020853,8,away,TIE,REG,Michel Therrien,2,11,26,11,2,0,42.9,7,2
2014020853,9,home,TIE,REG,Dave Cameron,2,9,38,9,3,1,57.1,7,5
2014020232,26,away,TIE,SO,Darryl Sutter,3,6,36,4,2,0,46.2,12,7
2014020232,24,home,TIE,SO,Bruce Boudreau,3,12,44,4,2,0,53.8,10,13
2014020496,4,away,LOSS,OT,Craig Berube,2,5,29,4,4,0,41.9,15,0
2014020496,52,home,WIN,OT,Paul Maurice,3,7,43,10,1,0,58.1,20,6
2014020361,6,away,LOSS,REG,Claude Julien,2,8,24,6,3,0,52.6,11,1
2014020361,24,home,WIN,REG,Bruce Boudreau,3,7,24,6,3,0,47.4,14,4
2014020582,2,away,LOSS,REG,Jack Capuano,2,8,34,4,4,2,50.8,11,7
2014020582,22,home,WIN,REG,Todd Nelson,3,5,22,8,2,0,49.2,12,11
2014021075,7,away,LOSS,REG,Ted Nolan,0,6,17,2,4,0,37.3,9,7
2014021075,18,home,WIN,REG,Peter Laviolette,3,10,15,8,1,1,62.7,11,7
2014020681,20,away,WIN,OT,Bob Hartley,2,5,31,14,5,0,38.7,10,4
2014020681,26,home,LOSS,OT,Darryl Sutter,1,8,43,16,4,0,61.3,19,3
2014021003,22,away,LOSS,REG,Todd Nelson,2,7,21,13,4,2,47.5,1,5
2014021003,5,home,WIN,REG,Mike Johnston,4,8,25,15,3,1,52.5,5,10
2014020937,24,away,WIN,REG,Bruce Boudreau,3,5,20,11,1,0,51.5,6,15
2014020937,25,home,LOSS,REG,Lindy Ruff,1,10,20,7,3,1,48.5,17,11
2014021120,14,away,LOSS,REG,Jon Cooper,0,5,17,20,6,0,55.6,4,2
2014021120,17,home,WIN,REG,Mike Babcock,2,5,18,24,4,0,44.4,4,3
2014020925,12,away,TIE,REG,Bill Peters,3,10,15,4,5,2,55.2,23,19
2014020925,2,home,TIE,REG,Jack Capuano,3,6,33,22,1,0,44.8,15,14
2014021084,16,away,WIN,REG,Joel Quenneville,3,6,31,2,0,0,50,12,12
2014021084,12,home,LOSS,REG,Bill Peters,1,11,33,0,1,0,50,10,17
2014020236,28,away,WIN,REG,Todd McLellan,2,9,15,8,3,0,57.7,4,8
2014020236,14,home,LOSS,REG,Jon Cooper,1,8,21,6,4,0,42.3,10,4
2014021226,30,away,TIE,REG,Mike Yeo,2,6,12,6,4,1,52.9,0,7
2014021226,19,home,TIE,REG,Ken Hitchcock,2,6,24,10,2,1,47.1,2,1
2014020678,23,away,WIN,REG,Willie Desjardins,2,5,18,12,3,0,38.1,4,2
2014020678,13,home,LOSS,REG,Gerard Gallant,1,6,30,10,4,0,61.9,5,4
2014020385,26,away,WIN,REG,Darryl Sutter,2,10,47,4,3,2,40.6,1,6
2014020385,53,home,LOSS,REG,Dave Tippett,0,6,37,6,2,0,59.4,7,3
2014020441,5,away,TIE,SO,Mike Johnston,3,9,27,50,4,0,47.5,3,4
2014020441,29,home,TIE,SO,Todd Richards,3,6,38,38,5,1,52.5,3,5
2014020024,8,away,TIE,SO,Michel Therrien,3,9,30,12,3,0,50.9,7,3
2014020024,4,home,TIE,SO,Craig Berube,3,8,28,8,5,1,49.1,16,3
2014020961,2,away,LOSS,REG,Jack Capuano,2,6,17,2,2,1,43.4,6,10
2014020961,18,home,WIN,REG,Peter Laviolette,3,7,23,4,1,0,56.6,9,7
2014021205,17,away,WIN,OT,Mike Babcock,3,6,24,8,5,0,56.1,11,3
2014021205,8,home,LOSS,OT,Michel Therrien,2,6,22,10,4,1,43.9,24,8
2014020654,5,away,LOSS,REG,Mike Johnston,3,6,47,8,2,2,50,8,5
2014020654,2,home,WIN,REG,Jack Capuano,4,8,44,6,3,1,50,17,12
2014021150,4,away,WIN,REG,Craig Berube,2,7,23,6,5,1,42.4,5,1
2014021150,5,home,LOSS,REG,Mike Johnston,1,6,28,12,2,0,57.6,6,4
2014021221,8,away,TIE,SO,Michel Therrien,3,8,13,34,3,0,45.9,9,10
2014021221,10,home,TIE,SO,Peter Horachek,3,5,36,10,5,0,54.1,16,15
2014021193,12,away,LOSS,REG,Bill Peters,2,8,12,2,1,0,57.1,5,2
2014021193,17,home,WIN,REG,Mike Babcock,3,6,20,2,1,1,42.9,9,3
2014020635,22,away,TIE,REG,Todd Nelson,2,3,23,12,3,1,31.8,4,6
2014020635,19,home,TIE,REG,Ken Hitchcock,2,7,23,10,4,0,68.2,2,5
2014020257,52,away,LOSS,REG,Paul Maurice,1,5,17,8,0,0,33.8,8,9
2014020257,18,home,WIN,REG,Peter Laviolette,2,7,20,0,4,0,66.2,14,4
2014020996,52,away,LOSS,REG,Paul Maurice,2,4,32,36,5,1,38,2,5
2014020996,19,home,WIN,REG,Ken Hitchcock,3,6,27,26,5,1,62,3,10
2014020774,26,away,TIE,REG,Darryl Sutter,2,7,27,10,2,0,42.9,3,8
2014020774,14,home,TIE,REG,Jon Cooper,2,7,22,10,2,0,57.1,6,6
2014020618,2,away,WIN,REG,Jack Capuano,3,10,27,8,6,0,49,1,4
2014020618,29,home,LOSS,REG,Todd Richards,2,4,41,14,3,1,51,3,5
2014020728,2,away,LOSS,REG,Jack Capuano,1,5,36,10,4,1,61.1,7,1
2014020728,17,home,WIN,REG,Mike Babcock,2,4,20,10,4,2,38.9,10,6
2014021070,10,away,TIE,REG,Peter Horachek,3,6,30,20,1,0,47.6,10,3
2014021070,9,home,TIE,REG,Dave Cameron,3,10,25,12,5,1,52.4,7,8
2014021061,29,away,WIN,REG,Todd Richards,4,8,15,9,1,1,57.4,8,8
2014021061,23,home,LOSS,REG,Willie Desjardins,2,10,7,7,2,0,42.6,11,6
2014020076,20,away,WIN,REG,Bob Hartley,2,7,18,6,3,1,44.4,12,0
2014020076,52,home,LOSS,REG,Paul Maurice,1,8,24,8,2,0,55.6,8,3
2014020621,20,away,WIN,REG,Bob Hartley,1,5,30,9,2,0,39.7,4,5
2014020621,23,home,LOSS,REG,Willie Desjardins,0,9,10,13,0,0,60.3,12,9
2014020189,30,away,LOSS,REG,Mike Yeo,0,8,26,29,3,0,50.8,9,6
2014020189,9,home,WIN,REG,Paul MacLean,3,4,36,15,5,1,49.2,14,8
2014020099,7,away,LOSS,REG,Ted Nolan,0,7,27,28,3,0,47.2,14,0
2014020099,26,home,WIN,REG,Darryl Sutter,2,9,24,18,3,2,52.8,9,5
2014021037,15,away,TIE,SO,Barry Trotz,3,9,24,8,2,2,46.6,2,2
2014021037,7,home,TIE,SO,Ted Nolan,3,8,23,6,3,1,53.4,4,5
2014020640,8,away,WIN,REG,Michel Therrien,3,7,20,6,7,3,59.3,2,9
2014020640,29,home,LOSS,REG,Todd Richards,2,4,35,16,1,1,40.7,12,9
2014020097,53,away,LOSS,REG,Dave Tippett,0,6,19,6,2,0,65,2,2
2014020097,30,home,WIN,REG,Mike Yeo,2,7,11,4,3,0,35,8,6
2014020066,10,away,LOSS,OT,Randy Carlyle,0,7,28,12,5,0,40.3,4,5
2014020066,17,home,WIN,OT,Mike Babcock,1,8,24,12,5,0,59.7,14,4
2014020293,6,away,TIE,SO,Claude Julien,3,10,36,16,1,0,41.8,3,6
2014020293,29,home,TIE,SO,Todd Richards,3,7,38,4,2,0,58.2,8,4
2014020414,15,away,TIE,REG,Barry Trotz,3,8,21,8,2,1,55.1,4,6
2014020414,14,home,TIE,REG,Jon Cooper,3,9,23,6,3,0,44.9,10,6
2014020213,23,away,LOSS,REG,Willie Desjardins,1,4,21,6,4,0,49.1,10,1
2014020213,26,home,WIN,REG,Darryl Sutter,3,9,16,10,2,0,50.9,14,6
2014020197,22,away,WIN,REG,Dallas Eakins,3,13,25,7,2,0,61.5,5,3
2014020197,7,home,LOSS,REG,Ted Nolan,2,7,30,19,1,0,38.5,10,5
2014020330,16,away,WIN,REG,Joel Quenneville,3,11,16,4,6,2,61.5,7,8
2014020330,21,home,LOSS,REG,Patrick Roy,2,7,27,12,2,0,38.5,6,14
2014020475,24,away,LOSS,REG,Bruce Boudreau,2,8,34,4,3,0,53.7,7,6
2014020475,9,home,WIN,REG,Dave Cameron,4,7,39,6,2,1,46.3,11,8
2014020345,7,away,TIE,SO,Ted Nolan,3,6,31,4,1,0,27.9,17,7
2014020345,8,home,TIE,SO,Michel Therrien,3,11,24,2,2,0,72.1,8,3
2014020396,15,away,WIN,REG,Barry Trotz,2,7,9,8,2,1,50,4,11
2014020396,1,home,LOSS,REG,Peter DeBoer,1,8,19,8,2,0,50,13,4
2014020135,12,away,LOSS,REG,Bill Peters,1,7,21,11,3,0,55.8,5,8
2014020135,23,home,WIN,REG,Willie Desjardins,2,6,23,11,3,1,44.2,2,9
2014020656,3,away,WIN,REG,Alain Vigneault,2,6,17,18,1,0,51,7,4
2014020656,29,home,LOSS,REG,Todd Richards,1,9,23,14,3,0,49,6,3
2014021125,26,away,LOSS,REG,Darryl Sutter,1,8,11,9,3,0,51.6,2,4
2014021125,30,home,WIN,REG,Mike Yeo,2,5,9,11,2,1,48.4,7,13
2014020649,21,away,TIE,REG,Patrick Roy,2,7,36,6,5,1,50,1,1
2014020649,13,home,TIE,REG,Gerard Gallant,2,8,25,10,3,1,50,4,3
2014021142,13,away,LOSS,REG,Gerard Gallant,2,6,32,8,3,1,37.3,5,8
2014021142,6,home,WIN,REG,Claude Julien,3,7,23,6,4,0,62.7,8,2
2014020584,7,away,LOSS,REG,Ted Nolan,1,5,28,9,2,1,46,5,7
2014020584,1,home,WIN,REG,Adam Oates,2,7,20,9,2,0,54,7,6
2014021074,15,away,LOSS,REG,Barry Trotz,0,7,27,8,3,0,55.1,9,4
2014021074,52,home,WIN,REG,Paul Maurice,3,6,29,8,3,0,44.9,17,10
2014020168,24,away,WIN,REG,Bruce Boudreau,3,8,23,6,5,0,45.6,3,20
2014020168,21,home,LOSS,REG,Patrick Roy,2,4,41,10,3,0,54.4,6,14
2014020098,12,away,LOSS,REG,Bill Peters,0,4,21,4,2,0,43.1,12,13
2014020098,20,home,WIN,REG,Bob Hartley,3,6,12,4,2,0,56.9,8,17
2014020202,20,away,WIN,REG,Bob Hartley,4,6,22,6,3,1,36.7,2,2
2014020202,13,home,LOSS,REG,Gerard Gallant,2,7,30,6,3,0,63.3,3,4
2014020273,1,away,LOSS,REG,Peter DeBoer,1,5,18,10,2,1,39.5,11,7
2014020273,52,home,WIN,REG,Paul Maurice,3,8,26,4,5,0,60.5,16,8
2014020514,2,away,TIE,SO,Jack Capuano,3,9,18,10,2,0,35.9,5,3
2014020514,7,home,TIE,SO,Ted Nolan,3,6,28,8,3,0,64.1,5,5
