game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2014020142,14,home,LOSS,REG,Jon Cooper,2,8,24,8,5,2,50,8,9
2014021224,17,away,WIN,REG,Mike Babcock,2,7,15,4,1,0,48.4,6,9
2014021224,12,home,LOSS,REG,Bill Peters,0,8,26,2,2,0,51.6,8,8
2014020079,28,away,TIE,REG,Todd McLellan,3,8,24,6,3,1,50.7,7,6
2014020079,6,home,TIE,REG,Claude Julien,3,8,16,6,3,2,49.3,11,6
2014020770,19,away,LOSS,REG,Ken Hitchcock,1,8,32,5,4,1,52.5,5,3
2014020770,29,home,WIN,REG,Todd Richards,5,8,35,13,0,0,47.5,1,10
2014020670,24,away,TIE,SO,Bruce Boudreau,2,7,32,11,2,1,51.3,8,3
2014020670,26,home,TIE,SO,Darryl Sutter,2,7,45,9,3,1,48.7,18,1
2014020348,4,away,LOSS,REG,Craig Berube,2,5,26,8,1,1,64.7,9,6
2014020348,3,home,WIN,REG,Alain Vigneault,3,8,30,2,4,1,35.3,9,3
2014020921,21,away,TIE,SO,Patrick Roy,2,5,32,6,3,0,61.9,8,10
2014020921,25,home,TIE,SO,Lindy Ruff,2,9,27,6,3,0,38.1,14,10
2014020314,9,away,WIN,REG,Paul MacLean,3,6,22,12,4,1,43.7,6,4
2014020314,17,home,LOSS,REG,Mike Babcock,2,10,21,8,6,2,56.3,7,3
2014020164,17,away,TIE,SO,Mike Babcock,2,9,7,8,4,0,56.2,4,2
2014020164,7,home,TIE,SO,Ted Nolan,2,5,14,10,4,0,43.8,5,4
2014020300,29,away,TIE,REG,Todd Richards,2,5,30,15,3,1,35.7,5,7
2014020300,4,home,TIE,REG,Craig Berube,2,9,29,13,4,1,64.3,9,6
2014020303,26,away,LOSS,REG,Darryl Sutter,2,10,36,12,5,1,44.9,7,9
2014020303,25,home,WIN,REG,Lindy Ruff,3,5,20,10,6,2,55.1,7,12
2014021077,5,away,WIN,REG,Mike Johnston,3,9,37,8,4,1,50.7,8,2
2014021077,53,home,LOSS,REG,Dave Tippett,1,7,47,10,3,0,49.3,11,8
2014020466,25,away,WIN,REG,Lindy Ruff,2,7,16,15,2,0,59.7,9,9
2014020466,23,home,LOSS,REG,Willie Desjardins,0,6,15,11,4,0,40.3,4,4
2014020287,16,away,LOSS,REG,Joel Quenneville,2,5,4,12,2,1,55.9,8,12
2014020287,20,home,WIN,REG,Bob Hartley,3,6,15,4,6,2,44.1,15,13
2014020247,53,away,WIN,REG,Dave Tippett,3,5,21,13,4,1,54.4,6,4
2014020247,23,home,LOSS,REG,Willie Desjardins,0,8,24,15,3,0,45.6,11,4
2014020508,7,away,LOSS,REG,Ted Nolan,3,4,33,12,1,0,37.7,6,1
2014020508,17,home,WIN,REG,Mike Babcock,4,9,26,2,6,4,62.3,7,4
2014020817,20,away,TIE,REG,Bob Hartley,3,4,27,9,3,1,40,5,2
2014020817,26,home,TIE,REG,Darryl Sutter,3,11,29,11,2,0,60,14,5
2014020524,16,away,WIN,REG,Joel Quenneville,3,8,8,6,4,2,48.4,6,7
2014020524,21,home,LOSS,REG,Patrick Roy,2,6,16,8,3,0,51.6,10,4
2014020184,8,away,TIE,SO,Michel Therrien,1,8,15,13,1,0,58.1,8,3
2014020184,7,home,TIE,SO,Ted Nolan,1,8,28,7,4,1,41.9,5,2
2014020284,17,away,LOSS,REG,Mike Babcock,2,6,17,6,4,1,60.9,10,5
2014020284,52,home,WIN,REG,Paul Maurice,3,7,20,8,3,0,39.1,11,9
2014021004,25,away,TIE,REG,Lindy Ruff,3,8,32,6,1,0,48,7,11
2014021004,12,home,TIE,REG,Bill Peters,3,4,30,4,2,0,52,17,16
2014020708,10,away,TIE,SO,Peter Horachek,1,7,21,8,5,0,46.3,7,2
2014020708,1,home,TIE,SO,Adam Oates,1,5,14,12,3,0,53.7,1,7
2014020439,16,away,LOSS,REG,Joel Quenneville,2,6,29,6,1,0,58.8,6,9
2014020439,2,home,WIN,REG,Jack Capuano,3,10,42,2,3,1,41.2,13,14
2014021122,13,away,LOSS,OT,Gerard Gallant,2,5,38,10,1,1,51.5,9,2
2014021122,8,home,WIN,OT,Michel Therrien,3,6,25,4,4,2,48.5,18,3
2014020089,10,away,TIE,REG,Randy Carlyle,3,7,31,8,3,0,44.8,4,6
2014020089,9,home,TIE,REG,Paul MacLean,3,10,26,6,4,1,55.2,10,8
2014020955,8,away,LOSS,REG,Michel Therrien,1,9,29,7,3,1,46.1,10,5
2014020955,24,home,WIN,REG,Bruce Boudreau,3,8,27,11,1,0,53.9,11,3
2014021228,16,away,LOSS,REG,Joel Quenneville,2,7,3,6,0,0,47.9,0,6
2014021228,21,home,WIN,REG,Patrick Roy,3,6,19,2,2,2,52.1,2,16
2014021170,10,away,TIE,SO,Peter Horachek,1,7,31,6,2,0,47.5,12,5
2014021170,6,home,TIE,SO,Claude Julien,1,12,29,4,3,0,52.5,11,5
2014020317,9,away,TIE,SO,Paul MacLean,2,8,28,26,3,0,44.1,2,10
2014020317,19,home,TIE,SO,Ken Hitchcock,2,7,17,20,6,1,55.9,4,7
2014020250,24,away,LOSS,OT,Bruce Boudreau,2,7,32,11,3,0,48.5,10,4
2014020250,26,home,WIN,OT,Darryl Sutter,3,9,50,11,3,2,51.5,12,3
2014021163,8,away,TIE,SO,Michel Therrien,2,8,12,4,6,1,50,6,6
2014021163,1,home,TIE,SO,Adam Oates,2,4,20,27,1,0,50,11,7
2014020029,30,away,WIN,REG,Mike Yeo,3,8,14,12,6,0,46.9,4,12
2014020029,21,home,LOSS,REG,Patrick Roy,0,7,31,27,3,0,53.1,8,11
2014021072,2,away,WIN,REG,Jack Capuano,3,7,42,2,1,0,50,3,4
2014021072,1,home,LOSS,REG,Adam Oates,0,6,28,2,1,0,50,7,5
2014020939,18,away,LOSS,REG,Peter Laviolette,1,6,10,2,3,0,53.7,3,11
2014020939,3,home,WIN,REG,Alain Vigneault,2,10,14,6,1,0,46.3,5,13
2014020495,10,away,LOSS,REG,Randy Carlyle,0,7,34,4,2,0,46.6,9,7
2014020495,16,home,WIN,REG,Joel Quenneville,2,8,22,4,2,1,53.4,12,8
2014020715,25,away,WIN,REG,Lindy Ruff,4,10,27,12,3,2,59.1,9,6
2014020715,9,home,LOSS,REG,Dave Cameron,3,7,28,8,5,1,40.9,11,6
2014020636,23,away,LOSS,REG,Willie Desjardins,1,7,14,12,2,0,46.6,8,13
2014020636,18,home,WIN,REG,Peter Laviolette,3,7,19,4,6,2,53.4,9,6
2014020963,8,away,TIE,SO,Michel Therrien,3,4,40,15,3,0,46.4,9,2
2014020963,26,home,TIE,SO,Darryl Sutter,3,7,31,11,5,2,53.6,15,7
2014020846,7,away,TIE,SO,Ted Nolan,1,6,35,8,3,0,55.6,6,2
2014020846,1,home,TIE,SO,Adam Oates,1,8,21,6,4,1,44.4,9,7
2014020190,20,away,LOSS,REG,Bob Hartley,2,7,13,6,4,1,39.3,6,3
2014020190,14,home,WIN,REG,Jon Cooper,3,8,17,12,1,0,60.7,6,8
2014021002,14,away,TIE,SO,Jon Cooper,2,9,27,20,2,0,53.3,3,11
2014021002,6,home,TIE,SO,Claude Julien,2,7,25,6,4,0,46.7,12,7
2014021160,23,away,LOSS,REG,Willie Desjardins,1,9,26,8,3,0,34.9,2,4
2014021160,16,home,WIN,REG,Joel Quenneville,3,9,14,6,3,0,65.1,8,10
2014020448,26,away,TIE,SO,Darryl Sutter,3,9,48,8,2,0,54.8,10,15
2014020448,10,home,TIE,SO,Randy Carlyle,3,7,56,6,3,1,45.2,7,20
2014021088,21,away,LOSS,REG,Patrick Roy,2,6,10,2,3,0,41.5,4,8
2014021088,20,home,WIN,REG,Bob Hartley,3,6,12,6,1,0,58.5,11,19
2014020499,5,away,TIE,SO,Mike Johnston,3,6,42,6,4,1,56.3,3,5
2014020499,13,home,TIE,SO,Gerard Gallant,3,9,46,8,3,0,43.7,3,8
2014021172,14,away,WIN,REG,Jon Cooper,2,5,23,8,1,1,54.9,2,4
2014021172,13,home,LOSS,REG,Gerard Gallant,0,8,32,2,4,0,45.1,6,4
2014020512,10,away,WIN,REG,Randy Carlyle,2,6,19,19,5,1,46.5,12,5
2014020512,25,home,LOSS,REG,Lindy Ruff,0,10,18,21,4,0,53.5,17,11
2014021127,25,away,LOSS,OT,Lindy Ruff,2,10,14,13,1,0,53.8,9,5
2014021127,23,home,WIN,OT,Willie Desjardins,3,9,20,9,3,2,46.2,7,10
2014020148,10,away,WIN,REG,Randy Carlyle,2,6,23,8,2,1,58.6,4,8
2014020148,29,home,LOSS,REG,Todd Richards,1,7,37,4,4,1,41.4,8,11
2014020268,28,away,LOSS,REG,Todd McLellan,1,7,5,6,4,1,63,1,1
2014020268,7,home,WIN,REG,Ted Nolan,2,3,18,10,2,0,37,3,3
2014020487,16,away,TIE,SO,Joel Quenneville,2,10,4,8,4,0,56.9,5,8
2014020487,29,home,TIE,SO,Todd Richards,2,4,33,12,2,0,43.1,10,5
2014020481,4,away,WIN,REG,Craig Berube,5,10,35,8,3,0,51.5,10,15
2014020481,10,home,LOSS,REG,Randy Carlyle,2,6,43,6,4,1,48.5,8,14
2014020492,25,away,TIE,SO,Lindy Ruff,3,11,24,9,3,1,42.6,6,11
2014020492,22,home,TIE,SO,Craig MacTavish,3,7,37,13,1,1,57.4,13,8
2014020927,53,away,LOSS,REG,Dave Tippett,1,8,21,10,1,0,40.7,8,7
2014020927,6,home,WIN,REG,Claude Julien,2,8,24,2,5,1,59.3,6,5
2014021085,30,away,WIN,REG,Mike Yeo,2,8,33,13,3,0,42.6,9,8
2014021085,10,home,LOSS,REG,Peter Horachek,1,9,32,11,4,0,57.4,10,14
2014020550,1,away,LOSS,REG,Adam Oates,1,3,14,8,3,0,42.6,3,2
2014020550,17,home,WIN,REG,Mike Babcock,3,7,17,6,4,0,57.4,4,10
2014020985,3,away,WIN,OT,Alain Vigneault,1,9,22,8,2,0,43.1,1,5
2014020985,16,home,LOSS,OT,Joel Quenneville,0,7,11,4,4,0,56.9,8,8
2014020683,9,away,LOSS,OT,Dave Cameron,2,8,30,6,2,1,42.2,2,5
2014020683,3,home,WIN,OT,Alain Vigneault,3,8,22,4,3,0,57.8,14,8
2014030181,20,away,WIN,REG,Bob Hartley,2,7,25,6,1,0,45.8,6,4
2014030181,23,home,LOSS,REG,Willie Desjardins,1,7,22,2,3,0,54.2,9,7
2014030182,20,away,LOSS,REG,Bob Hartley,1,5,19,95,2,1,50,8,5
2014030182,23,home,WIN,REG,Willie Desjardins,2,8,30,71,4,1,50,9,6
2014030183,23,away,TIE,REG,Willie Desjardins,2,6,18,39,3,0,50,16,16
2014030183,20,home,TIE,REG,Bob Hartley,2,7,33,30,5,1,50,8,23
2014030184,23,away,LOSS,REG,Willie Desjardins,1,7,18,8,2,1,46.8,11,17
2014030184,20,home,WIN,REG,Bob Hartley,3,5,29,14,4,2,53.2,8,22
2014030185,20,away,LOSS,REG,Bob Hartley,1,5,25,4,3,0,50.8,4,9
2014030185,23,home,WIN,REG,Willie Desjardins,2,10,15,6,2,0,49.2,8,6
2014030186,23,away,LOSS,REG,Willie Desjardins,2,5,15,6,2,1,50.7,6,7
2014030186,20,home,WIN,REG,Bob Hartley,5,8,32,4,3,1,49.3,8,10
2014030241,20,away,LOSS,REG,Bob Hartley,1,6,22,20,3,0,48.4,11,4
2014030241,24,home,WIN,REG,Bruce Boudreau,4,8,27,18,4,2,51.6,14,9
2014030242,20,away,LOSS,REG,Bob Hartley,0,7,35,10,3,0,46,14,4
2014030242,24,home,WIN,REG,Bruce Boudreau,3,8,39,8,4,0,54,13,6
2014030243,24,away,WIN,OT,Bruce Boudreau,3,5,21,14,2,0,67.8,12,19
2014030243,20,home,LOSS,OT,Bob Hartley,2,5,26,6,6,1,32.2,15,19
2014030244,24,away,TIE,REG,Bruce Boudreau,2,7,25,6,4,2,48.6,5,11
2014030244,20,home,TIE,REG,Bob Hartley,2,6,27,10,2,0,51.4,12,23
2014030245,20,away,LOSS,OT,Bob Hartley,2,4,31,12,4,1,37.7,16,9
2014030245,24,home,WIN,OT,Bruce Boudreau,3,11,33,12,4,2,62.3,15,13
2014030121,17,away,WIN,REG,Mike Babcock,3,3,25,14,3,1,41.3,4,7
2014030121,14,home,LOSS,REG,Jon Cooper,2,11,38,8,7,0,58.7,5,6
2014030122,17,away,LOSS,REG,Mike Babcock,1,6,25,12,4,0,55.8,6,6
2014030122,14,home,WIN,REG,Jon Cooper,3,7,34,12,4,2,44.2,11,5
2014030123,14,away,LOSS,REG,Jon Cooper,0,5,26,10,6,0,50,3,0
2014030123,17,home,WIN,REG,Mike Babcock,3,5,48,14,4,1,50,7,7
2014030124,14,away,WIN,OT,Jon Cooper,3,7,34,12,4,0,55.4,2,1
2014030124,17,home,LOSS,OT,Mike Babcock,2,6,30,12,4,0,44.6,3,3
2014030125,17,away,WIN,REG,Mike Babcock,2,7,32,8,4,2,35.9,3,6
2014030125,14,home,LOSS,REG,Jon Cooper,0,7,26,8,3,0,64.1,8,5
2014030126,14,away,WIN,REG,Jon Cooper,3,7,27,22,2,0,55.2,4,5
2014030126,17,home,LOSS,REG,Mike Babcock,2,6,29,12,7,1,44.8,6,0
2014030127,17,away,LOSS,REG,Mike Babcock,0,7,31,10,3,0,52.7,6,5
2014030127,14,home,WIN,REG,Jon Cooper,2,4,22,8,4,0,47.3,7,6
2014030161,16,away,LOSS,OT,Joel Quenneville,2,10,28,12,6,2,38.6,5,13
2014030161,18,home,WIN,OT,Peter Laviolette,3,13,39,12,6,1,61.4,12,13
2014030162,16,away,LOSS,REG,Joel Quenneville,2,6,25,22,3,0,51.2,6,7
2014030162,18,home,WIN,REG,Peter Laviolette,4,8,19,10,4,1,48.8,10,11
2014030163,18,away,TIE,REG,Peter Laviolette,2,9,53,6,2,0,42.4,11,5
2014030163,16,home,TIE,REG,Joel Quenneville,2,7,37,6,2,0,57.6,15,7
2014030164,18,away,LOSS,OT,Peter Laviolette,2,13,66,10,3,1,46.6,11,10
2014030164,16,home,WIN,OT,Joel Quenneville,3,12,50,8,4,0,53.4,18,10
2014030165,16,away,LOSS,REG,Joel Quenneville,2,7,16,22,2,0,46.9,8,14
2014030165,18,home,WIN,REG,Peter Laviolette,3,7,36,18,4,2,53.1,7,11
2014030166,18,away,WIN,REG,Peter Laviolette,3,6,53,6,3,1,50,13,5
2014030166,16,home,LOSS,REG,Joel Quenneville,2,8,36,6,2,1,50,13,9
2014030321,16,away,LOSS,REG,Joel Quenneville,1,8,34,2,3,0,48.1,13,4
2014030321,24,home,WIN,REG,Bruce Boudreau,2,6,44,6,1,0,51.9,15,3
2014030322,16,away,WIN,OT,Joel Quenneville,3,14,45,10,5,2,47.3,28,13
2014030322,24,home,LOSS,OT,Bruce Boudreau,2,15,71,10,5,0,52.7,27,12
2014030323,24,away,WIN,REG,Bruce Boudreau,2,6,45,12,1,1,48.5,13,7
2014030323,16,home,LOSS,REG,Joel Quenneville,1,7,27,4,5,0,51.5,10,3
2014030324,24,away,LOSS,OT,Bruce Boudreau,2,12,60,10,2,0,45.5,16,9
2014030324,16,home,WIN,OT,Joel Quenneville,3,10,52,6,4,1,54.5,21,10
2014030325,16,away,LOSS,OT,Joel Quenneville,2,7,23,4,2,0,40,10,5
2014030325,24,home,WIN,OT,Bruce Boudreau,3,7,41,4,2,0,60,14,9
2014030326,24,away,LOSS,REG,Bruce Boudreau,2,8,43,6,3,1,34,9,6
2014030326,16,home,WIN,REG,Joel Quenneville,3,5,38,6,3,0,66,15,7
2014030327,16,away,TIE,REG,Joel Quenneville,3,6,15,4,4,2,50,9,6
2014030327,24,home,TIE,REG,Bruce Boudreau,3,9,37,8,2,1,50,14,6
2014020406,5,away,WIN,OT,Mike Johnston,3,8,26,8,1,0,50.9,5,2
2014020406,3,home,LOSS,OT,Alain Vigneault,2,7,23,2,4,0,49.1,17,10
2014020980,22,away,LOSS,REG,Todd Nelson,2,5,39,12,3,2,35.8,6,7
2014020980,12,home,WIN,REG,Bill Peters,5,8,27,8,5,3,64.2,17,12
2014020838,3,away,WIN,REG,Alain Vigneault,4,10,29,8,2,0,43.5,20,10
2014020838,2,home,LOSS,REG,Jack Capuano,3,10,43,6,3,0,56.5,23,15
2014020207,21,away,WIN,REG,Patrick Roy,3,9,28,16,4,0,53.7,8,3
2014020207,4,home,LOSS,REG,Craig Berube,2,6,21,13,6,3,46.3,7,5
2014021199,26,away,TIE,REG,Darryl Sutter,2,6,38,9,2,2,35.4,5,10
2014021199,22,home,TIE,REG,Todd Nelson,2,5,33,11,1,0,64.6,13,9
2014020909,53,away,WIN,REG,Dave Tippett,3,10,22,11,5,2,63.2,13,4
2014020909,3,home,LOSS,REG,Alain Vigneault,2,9,14,15,3,2,36.8,16,7
2014020173,19,away,WIN,REG,Ken Hitchcock,1,5,14,6,3,1,53.7,1,6
2014020173,1,home,LOSS,REG,Peter DeBoer,0,6,10,6,3,0,46.3,7,6
2014020794,23,away,TIE,REG,Willie Desjardins,3,6,13,19,1,0,37.5,8,3
2014020794,30,home,TIE,REG,Mike Yeo,3,8,16,11,5,2,62.5,10,10
2014020919,15,away,LOSS,REG,Barry Trotz,0,7,34,11,1,0,49.1,8,5
2014020919,12,home,WIN,REG,Bill Peters,3,9,37,9,2,0,50.9,13,11
2014020711,6,away,WIN,REG,Claude Julien,3,8,35,4,1,1,53.6,21,15
2014020711,2,home,LOSS,REG,Jack Capuano,2,11,48,2,2,0,46.4,20,12
2014020560,14,away,LOSS,REG,Jon Cooper,3,8,21,4,3,0,53.2,6,5
2014020560,5,home,WIN,REG,Mike Johnston,4,7,26,6,2,1,46.8,4,6
2014020129,7,away,LOSS,REG,Ted Nolan,0,2,41,19,2,0,42.1,5,6
2014020129,10,home,WIN,REG,Randy Carlyle,2,9,32,11,6,1,57.9,13,14
2014020063,6,away,WIN,REG,Claude Julien,2,9,13,19,3,0,51.6,5,4
2014020063,7,home,LOSS,REG,Ted Nolan,0,8,13,11,7,0,48.4,5,4
2014020589,21,away,WIN,REG,Patrick Roy,2,6,37,8,2,0,66.7,10,4
2014020589,16,home,LOSS,REG,Joel Quenneville,0,13,17,6,2,0,33.3,9,5
2014020087,13,away,LOSS,OT,Gerard Gallant,2,9,14,15,2,1,50,2,11
2014020087,21,home,WIN,OT,Patrick Roy,3,8,28,9,5,2,50,6,9
2014020277,13,away,LOSS,REG,Gerard Gallant,2,8,20,14,4,1,52.2,7,4
2014020277,26,home,WIN,REG,Darryl Sutter,3,6,32,10,6,3,47.8,23,5
2014020172,13,away,LOSS,OT,Gerard Gallant,1,4,27,0,1,0,38.5,7,8
2014020172,6,home,WIN,OT,Claude Julien,2,6,21,2,0,0,61.5,9,11
2014020894,23,away,WIN,REG,Willie Desjardins,2,7,28,10,1,0,36,11,5
2014020894,6,home,LOSS,REG,Claude Julien,1,10,25,6,4,0,64,10,7
2014020529,17,away,LOSS,REG,Mike Babcock,2,7,25,2,4,1,62.5,6,0
2014020529,6,home,WIN,REG,Claude Julien,3,11,20,8,1,1,37.5,6,5
2014020933,26,away,LOSS,REG,Darryl Sutter,2,5,29,25,3,0,64.5,9,2
2014020933,52,home,WIN,REG,Paul Maurice,3,7,31,27,2,0,35.5,12,10
2014020412,20,away,LOSS,REG,Bob Hartley,1,8,41,4,3,1,53.6,10,6
2014020412,10,home,WIN,REG,Randy Carlyle,2,7,32,6,2,1,46.4,17,19
2014020416,52,away,WIN,REG,Paul Maurice,3,8,32,12,4,1,49.2,8,7
2014020416,25,home,LOSS,REG,Lindy Ruff,2,7,33,10,5,1,50.8,16,14
2014020449,20,away,LOSS,REG,Bob Hartley,1,6,24,4,3,0,38.8,5,6
2014020449,16,home,WIN,REG,Joel Quenneville,2,7,10,6,2,1,61.2,9,6
2014020167,53,away,WIN,REG,Dave Tippett,4,7,25,15,6,2,57.6,5,7
2014020167,15,home,LOSS,REG,Barry Trotz,3,9,23,21,3,2,42.4,9,8
2014021208,16,away,LOSS,REG,Joel Quenneville,1,5,24,12,2,0,48.3,1,7
2014021208,19,home,WIN,REG,Ken Hitchcock,2,6,24,6,5,1,51.7,2,9
2014020354,16,away,WIN,REG,Joel Quenneville,2,6,14,11,2,0,45.3,6,3
2014020354,26,home,LOSS,REG,Darryl Sutter,1,5,34,19,3,0,54.7,14,3
2014021005,9,away,WIN,REG,Dave Cameron,3,7,23,10,3,1,50,15,7
2014021005,8,home,LOSS,REG,Michel Therrien,2,7,19,6,5,1,50,11,5
2014021129,13,away,TIE,REG,Gerard Gallant,2,9,26,14,5,2,50,9,9
2014021129,9,home,TIE,REG,Dave Cameron,2,6,38,14,5,1,50,11,12
2014020369,53,away,LOSS,REG,Dave Tippett,2,7,24,6,1,0,51.4,1,7
2014020369,20,home,WIN,REG,Bob Hartley,3,6,23,2,3,1,48.6,19,15
2014020464,9,away,WIN,REG,Dave Cameron,2,4,14,10,2,1,46.7,3,3
2014020464,1,home,LOSS,REG,Peter DeBoer,0,8,13,4,5,0,53.3,7,6
2014020175,20,away,LOSS,OT,Bob Hartley,2,5,27,13,1,0,41.7,7,4
2014020175,15,home,WIN,OT,Barry Trotz,3,8,25,9,3,1,58.3,6,10
2014020595,6,away,WIN,OT,Claude Julien,3,6,31,8,2,0,56.2,4,2
2014020595,5,home,LOSS,OT,Mike Johnston,2,9,29,4,4,0,43.8,7,1
2014020160,53,away,LOSS,REG,Dave Tippett,0,6,38,8,3,0,53.6,3,7
2014020160,12,home,WIN,REG,Bill Peters,3,8,24,10,2,1,46.4,6,15
2014021071,6,away,TIE,SO,Claude Julien,1,6,33,6,3,1,63.1,0,1
2014021071,13,home,TIE,SO,Gerard Gallant,1,6,49,6,3,0,36.9,4,10
2014020052,1,away,LOSS,REG,Peter DeBoer,2,7,22,10,3,0,53.6,5,4
2014020052,15,home,WIN,REG,Barry Trotz,4,8,22,6,5,1,46.4,5,8
2014020111,17,away,TIE,REG,Mike Babcock,2,9,14,12,3,0,49.2,4,5
2014020111,4,home,TIE,REG,Craig Berube,2,4,27,8,5,1,50.8,11,1
2014021144,1,away,LOSS,OT,Adam Oates,2,6,24,8,2,1,37,1,7
2014021144,29,home,WIN,OT,Todd Richards,3,7,39,4,4,1,63,2,7
2014020297,17,away,LOSS,REG,Mike Babcock,1,6,26,8,3,0,56.5,3,2
2014020297,10,home,WIN,REG,Randy Carlyle,2,7,36,6,4,0,43.5,11,13
2014020505,8,away,WIN,REG,Michel Therrien,3,5,7,6,3,0,49.1,8,5
2014020505,2,home,LOSS,REG,Jack Capuano,1,9,24,8,2,0,50.9,14,6
2014021053,28,away,WIN,REG,Todd McLellan,2,10,22,6,5,1,48.6,4,10
2014021053,10,home,LOSS,REG,Peter Horachek,1,7,46,12,2,0,51.4,9,9
2014020054,21,away,TIE,REG,Patrick Roy,3,7,28,21,5,1,44.6,10,3
2014020054,9,home,TIE,REG,Paul MacLean,3,7,28,17,7,1,55.4,8,11
2014020546,14,away,WIN,REG,Jon Cooper,3,6,12,4,3,1,38.3,3,3
2014020546,7,home,LOSS,REG,Ted Nolan,1,2,24,6,2,1,61.7,3,3
2014020812,5,away,TIE,SO,Mike Johnston,2,7,29,16,1,0,38.4,9,4
2014020812,9,home,TIE,SO,Dave Cameron,2,8,32,12,3,1,61.6,10,11
2014020659,1,away,LOSS,REG,Adam Oates,1,3,30,21,2,1,44.4,11,3
2014020659,24,home,WIN,REG,Bruce Boudreau,3,10,25,9,3,1,55.6,13,3
2014020258,15,away,LOSS,REG,Barry Trotz,1,6,28,11,0,0,41.5,5,8
2014020258,19,home,WIN,REG,Ken Hitchcock,2,8,17,7,2,0,58.5,3,5
2014020591,19,away,WIN,REG,Ken Hitchcock,4,9,32,7,5,3,52.4,0,4
2014020591,53,home,LOSS,REG,Dave Tippett,0,5,50,15,1,0,47.6,3,4
2014020573,29,away,LOSS,REG,Todd Richards,3,6,53,23,3,1,42.2,3,6
2014020573,53,home,WIN,REG,Dave Tippett,4,8,32,11,4,3,57.8,5,7
2014020880,5,away,TIE,REG,Mike Johnston,2,7,29,16,3,1,47.6,2,2
2014020880,19,home,TIE,REG,Ken Hitchcock,2,5,23,20,1,0,52.4,3,7
2014020442,24,away,WIN,REG,Bruce Boudreau,2,7,30,8,5,1,55,12,6
2014020442,52,home,LOSS,REG,Paul Maurice,1,7,36,10,4,1,45,13,9
2014020741,30,away,TIE,REG,Mike Yeo,2,5,18,15,2,1,50,3,3
2014020741,23,home,TIE,REG,Willie Desjardins,2,9,16,11,4,0,50,7,3
2014020091,15,away,LOSS,REG,Barry Trotz,2,8,33,9,2,1,48.2,13,5
2014020091,22,home,WIN,REG,Dallas Eakins,3,5,20,9,2,1,51.8,19,7
2014020878,12,away,LOSS,REG,Bill Peters,1,8,10,8,2,0,61,6,5
2014020878,1,home,WIN,REG,Adam Oates,3,4,9,6,3,0,39,6,8
2014021133,24,away,WIN,REG,Bruce Boudreau,2,6,18,4,1,0,57.6,5,6
2014021133,1,home,LOSS,REG,Adam Oates,1,6,34,2,2,0,42.4,7,5
2014020056,13,away,WIN,REG,Gerard Gallant,1,8,19,12,5,0,52.6,10,7
2014020056,7,home,LOSS,REG,Ted Nolan,0,6,27,12,5,0,47.4,9,6
2014020074,30,away,LOSS,REG,Mike Yeo,1,10,23,9,5,0,43.1,1,2
2014020074,26,home,WIN,REG,Darryl Sutter,2,4,37,25,2,1,56.9,12,3
2014020946,10,away,WIN,REG,Peter Horachek,3,8,32,6,2,1,44.9,1,6
2014020946,13,home,LOSS,REG,Gerard Gallant,2,10,23,4,3,1,55.1,4,5
2014020739,19,away,LOSS,REG,Ken Hitchcock,2,10,35,21,3,1,40.7,4,6
2014020739,15,home,WIN,REG,Barry Trotz,3,9,36,8,3,1,59.3,6,6
2014020260,28,away,WIN,REG,Todd McLellan,2,4,35,4,1,0,41.4,5,9
2014020260,12,home,LOSS,REG,Bill Peters,0,11,26,2,2,0,58.6,10,12
2014020803,53,away,LOSS,REG,Dave Tippett,1,6,28,4,1,0,46.6,0,7
2014020803,19,home,WIN,REG,Ken Hitchcock,2,9,32,2,2,0,53.4,2,11
2014020847,29,away,WIN,REG,Todd Richards,3,6,39,4,1,1,42.9,5,3
2014020847,4,home,LOSS,REG,Craig Berube,2,11,49,2,2,0,57.1,11,6
2014020578,14,away,TIE,REG,Jon Cooper,2,7,10,8,9,1,44.3,12,8
2014020578,9,home,TIE,REG,Dave Cameron,2,5,21,18,3,0,55.7,14,10
2014020469,10,away,LOSS,REG,Randy Carlyle,1,6,24,6,3,0,32.4,2,4
2014020469,12,home,WIN,REG,Bill Peters,2,9,29,6,3,1,67.6,13,11
2014020553,53,away,LOSS,REG,Dave Tippett,0,8,26,4,3,0,41.7,10,7
2014020553,25,home,WIN,REG,Lindy Ruff,4,7,33,6,2,1,58.3,14,6
2014020686,18,away,LOSS,OT,Peter Laviolette,1,9,41,8,1,0,52.1,7,6
2014020686,8,home,WIN,OT,Michel Therrien,2,6,22,4,3,2,47.9,13,3
2014020126,26,away,LOSS,OT,Darryl Sutter,2,10,40,14,2,0,58.2,6,6
2014020126,4,home,WIN,OT,Craig Berube,3,10,26,4,2,0,41.8,11,8
2014020856,26,away,WIN,REG,Darryl Sutter,2,6,19,6,4,1,31.7,2,5
2014020856,21,home,LOSS,REG,Patrick Roy,1,10,21,8,3,0,68.3,6,7
2014020815,13,away,LOSS,REG,Gerard Gallant,1,6,19,6,5,0,48.6,4,3
2014020815,30,home,WIN,REG,Mike Yeo,2,5,15,10,2,1,51.4,11,9
2014020150,24,away,WIN,OT,Bruce Boudreau,2,6,22,14,4,0,56.3,8,13
